RIVOLI;VOIE;MINIMUM_PAIR;MAXIMUM_PAIR;MINIMUM_IMPAIR;MAXIMUM_IMPAIR;NUM_BV;BUREAU_DE_VOTE
4662;RIFFAUDIERES (BOULEVARD DES);;;;;79;ECOLE MATERNELLE MARIE CURIE
4663;RIGA (RUE DE);2;42;1;21;29;RESTAURANT SCOLAIRE GERMAIN PILON
4665;RIVAULT DE FLURANCE (RUE);4;4;3;9;6;FOYER RENE-CLAIR
4670;RIVE SARTHE (ALLEE);;;;;77;ECOLE MATERNELLE MARIE CURIE
4670;RIVE SARTHE (ALLEE);;;;;79;ECOLE MATERNELLE MARIE CURIE
4675;RIVE SARTHE (RUE);2;30;1;65;79;ECOLE MATERNELLE MARIE CURIE
4680;RIVIERE (RUE DE LA);10;10;3;3;13;ECOLE PRIMAIRE SUZANNE-BUSSON
4680;RIVIERE (RUE DE LA);12;156;17;175;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
4679;RIVIERE (RUELLE DE LA);;;;;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
4685;RIVOLI (RUE DE);2;2;1;3;3;ECOLE MATERNELLE GENERAL GOUGEARD
4687;ROBERT BARANY (RUE);4;6;3;7;92;RESTAURANT SCOLAIRE DE LA MADELEINE
4690;ROBERT BENOIST (RUE);2;24;3;9;63;MAISON POUR TOUS JEAN MOULIN
4691;ROBERT COLLET (RUE);2;32;23;29;58;RESTAURANT SCOLAIRE MICHEL ANGE
4693;ROBERT DESNOS (RUE);2;38;1;9;16;MAISON DE QUARTIER CHARLES TRENET
4695;ROBERT FREULON (RUE);4;30;7;33;67;RESTAURANT SCOLAIRE JULES FERRY
4700;ROBERT GARNIER (RUE);2;8;1;25;13;ECOLE PRIMAIRE SUZANNE-BUSSON
4702;ROBERT JARRY (BOULEVARD);2;60;1;67;4;ECOLE MATERNELLE GENERAL GOUGEARD
4705;ROBERT MONTAGNE (RUE);6;58;9;61;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4707;ROBERT SCHUMAN (BOULEVARD);2;14;11;11;43;MAISON DE QUARTIER EDITH PIAF
4708;ROBERT SURCOUF (RUE);2;52;1;13;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
4710;ROBERT TRIGER (RUE);4;30;5;15;30;RESTAURANT SCOLAIRE GERMAIN PILON
4713;ROBERTO ROSSELLINI (RUE);;;1;23;38;RESTAURANT SCOLAIRE SABLONNIERE
4714;ROBERVAL (RUE);2;10;1;27;67;RESTAURANT SCOLAIRE JULES FERRY
4715;ROBIDAS (IMPASSE);2;22BIS;1;19;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
4716;ROBIN DES BOIS (CHEMIN DE);4;26;3;41;97;ITEMM
4720;RODIN (AVENUE);6;34;5;7;56;ECOLE PRIMAIRE GUY MOQUET
4725;RODOLPHE DIESEL (RUE);6;22;1;75;48;MAISON DE QUARTIER DES BRUYERES
4730;ROEMER (RUE);24;32;;;39;RESTAURANT SCOLAIRE CLAUDE BERNARD
4735;ROGER (CITE);2;10;1;13;6;FOYER RENE-CLAIR
4736;ROGER BOUVET (BOULEVARD);10;22;1;43;90;RESTAURANT SCOLAIRE ROGER BOUVET
4738;ROGER DE LA FRESNAYE (RUE);8;34;3;17;58;RESTAURANT SCOLAIRE MICHEL ANGE
4737;ROGER HARDEL (ALLEE);;;;;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
4740;ROGER SALENGRO (RUE);2;140;7;133;69;RESTAURANT SCOLAIRE BERTHE HUBERT
4742;ROITELETS (RUE DES);16;38;3;31;26;ECOLE PRIMAIRE CLAIREFONTAINE
4743;ROLAND DORGELES (RUE);2;20;;;17;MAISON DE QUARTIER CHARLES TRENET
4745;ROLAND GARROS (RUE);2;52;1;53;54;SALLE LE ROYAL
4750;ROMAIN DURAND (RUE);2;24;1;17;78;ECOLE MATERNELLE MARIE CURIE
4752;ROMAIN ROLLAND (RUE);6;72;1;21;17;MAISON DE QUARTIER CHARLES TRENET
4753;ROMARINS (RUE DES);;;9;13;20;ECOLE PRIMAIRE DU VILLARET
4755;RONDE DE SAINT GEORGES (CHEMIN DE);4;12;5;57;80;RESTAURANT SCOLAIRE MONTAIGU
4760;ROSE (RUE DE LA);6;44;1;41;74;ECOLE PRIMAIRE MARCEAU
4761;ROSE DES SABLES (ALLEE);2;24;;;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
4765;ROSIERS (RUE DES);4;24;3;25;29;RESTAURANT SCOLAIRE GERMAIN PILON
4770;ROSSIGNOLS (RUE DES);2;60;1;77;26;ECOLE PRIMAIRE CLAIREFONTAINE
4775;ROSSINI (ALLEE);2;6;;;51;FOYER FULBERT MASSON
4776;ROSTOV SUR LE DON (AVENUE DE);28;28;15;37;1;MAIRIE - SALLE PAUL SCARRON
4778;ROTTERDAM (RUE DE);2;24;3;23;33;RESTAURANT SCOLAIRE DU PLATEAU
4780;ROTTES (RUE DES);4;28;9;55;11;ECOLE MATERNELLE RENE-DESCARTES
4785;ROUEN (ALLEE DE);;;1;5;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
4789;ROUGE (PONT);;;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4795;ROUILLON (RUE DE);2;204;5;161;82;ECOLE PRIMAIRE ARDRIERS
4796;ROUMANIE (RUE DE);20;72;33;33;43;MAISON DE QUARTIER EDITH PIAF
4799;ROUSSET (RUE DU);4;18;5;7;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
4798;ROUSSILLON (RUE DU);6;28;1;15;38;RESTAURANT SCOLAIRE SABLONNIERE
4805;RUAUDIN (RUE DE);8;598;1;359;63;MAISON POUR TOUS JEAN MOULIN
4810;RUBILLARD (AVENUE);158;286;137;297TER;91;RESTAURANT SCOLAIRE ROGER BOUVET
4810;RUBILLARD (AVENUE);2;154;1;129;86;ECOLE MATERNELLE PAULINE KERGOMARD
4815;RUISSEAU (IMPASSE DU);6;26;;;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
5070;S.C.H DAVIS (RUE);2;44;5;71;63;MAISON POUR TOUS JEAN MOULIN
4825;SABLE (RUE DE);2;340;1;391;81;RESTAURANT SCOLAIRE MONTAIGU
4830;SABLES D'OR (RUE DES);2;8;5;45;46;RESTAURANT SCOLAIRE JEAN MACE
4839;SABLONS (PLACE DES);6;6;3;61;38;RESTAURANT SCOLAIRE SABLONNIERE
4840;SABLONS (RUE DES);2;2;11;15;35;MAISON DE QUARTIER BARBARA
4840;SABLONS (RUE DES);22;92;21;115;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
4845;SACHA GUITRY (RUE);10;60;3;47;34;RESTAURANT SCOLAIRE DU PLATEAU
4846;SACHE (ALLEE DE);;;1;7;81;RESTAURANT SCOLAIRE MONTAIGU
4850;SAGEBIEN (RUE);2;72;5;59;46;RESTAURANT SCOLAIRE JEAN MACE
4853;SAGITTAIRE (ALLEE DU);;;;;46;RESTAURANT SCOLAIRE JEAN MACE
4855;SAGOT (RUE);4;4;1;1;44;RESTAURANT SCOLAIRE JEAN MACE
4860;SAINT ANDRE (RUE);2;40;1;27;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
4870;SAINT AUBIN (RUE DE);2;204;15;141;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
4874;SAINT BENOIT (PLACE);2;4;1;3;84;SALLE DU CHENE VERT
4875;SAINT BENOIT (RUE);2;10;1;19;84;SALLE DU CHENE VERT
4880;SAINT BERTRAND (RUE);18;20;1;17;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
4890;SAINT CHARLES (RUE);2;12;3;15;3;ECOLE MATERNELLE GENERAL GOUGEARD
4892;SAINT CHRISTOPHE (RUE);;;;;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4893;SAINT COME (IMPASSE);;;1;23;22;ECOLE PRIMAIRE DU VILLARET
4894;SAINT DAMIEN (COURS);2;10;1;9;32;ECOLE MATERNELLE DES MAILLETS
4895;SAINT FLACEAU (RUE);2;18;3;11;1;MAIRIE - SALLE PAUL SCARRON
4900;SAINT HILAIRE (PLACE);2BIS;6;5;7;84;SALLE DU CHENE VERT
4905;SAINT HILAIRE (RUE);4;30;;;84;SALLE DU CHENE VERT
4910;SAINT HONORE (RUE);4;10;1;11;1;MAIRIE - SALLE PAUL SCARRON
4915;SAINT JACQUES (RUE);4;18;1;17;2;ECOLE MATERNELLE CLAUDE-CHAPPE
4935;SAINT MARTIN (RUE);2;24;1;23;2;ECOLE MATERNELLE CLAUDE-CHAPPE
4938;SAINT MICHEL (BOULEVARD);46;84;29;35;29;RESTAURANT SCOLAIRE GERMAIN PILON
4940;SAINT MICHEL (PLACE);2;10;1;9;1;MAIRIE - SALLE PAUL SCARRON
4945;SAINT NAZAIRE (RUE DE);2;46;1;11;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
4950;SAINT NICOLAS (PLACE);4;6;1;13;1;MAIRIE - SALLE PAUL SCARRON
4956;SAINT PAVACE (RUE DE);2;82;3;103;29;RESTAURANT SCOLAIRE GERMAIN PILON
4965;SAINT PAVIN DE LA CITE (RUE);2;20;1BIS;9;1;MAIRIE - SALLE PAUL SCARRON
4960;SAINT PAVIN DES CHAMPS (RUE);16;62;;;73;ECOLE PRIMAIRE MARCEAU
4960;SAINT PAVIN DES CHAMPS (RUE);;;3;73;87;ECOLE MATERNELLE PAULINE KERGOMARD
4970;SAINT PIERRE (PLACE);2;12;1;13;1;MAIRIE - SALLE PAUL SCARRON
4975;SAINT SAENS (RUE);4;18;3;7;53;FOYER FULBERT MASSON
4976;SAINT SEBASTIEN (RUE DE);4;14;3;29;19;ECOLE PRIMAIRE DU VILLARET
4977;SAINT SIMON (RUE);2;14;1;13;92;RESTAURANT SCOLAIRE DE LA MADELEINE
4979;SAINT VICTEUR (COUR);38;80;35;61;84;SALLE DU CHENE VERT
4980;SAINT VICTEUR (RUE);6;36;1;21;84;SALLE DU CHENE VERT
4985;SAINT VINCENT (PLACE);2;4;1;5;1;MAIRIE - SALLE PAUL SCARRON
4985;SAINT VINCENT (PLACE);8;8;9;11;29;RESTAURANT SCOLAIRE GERMAIN PILON
4990;SAINTE BARBE (RUELLE);2;2;9;21;29;RESTAURANT SCOLAIRE GERMAIN PILON
4995;SAINTE CATHERINE (IMPASSE);2;4;3;5;1;MAIRIE - SALLE PAUL SCARRON
5000;SAINTE CROIX (RUE);2;34;1;53;12;ECOLE PRIMAIRE SUZANNE-BUSSON
5005;SAINTE HELENE (RUE);2;42;3;29;10;ECOLE MATERNELLE RENE-DESCARTES
5010;SAINTE MARIE (RUE);;;;;1;MAIRIE - SALLE PAUL SCARRON
5010;SAINTE MARIE (RUE);;;;;2;ECOLE MATERNELLE CLAUDE-CHAPPE
5015;SAINTONGE (RUE DE);6;24;5;11;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
5572;SAMUEL BECKETT (RUE);2;8;;;38;RESTAURANT SCOLAIRE SABLONNIERE
5017;SAMUEL CHAMPLAIN (ALLEE);2;16;;;83;ECOLE PRIMAIRE ARDRIERS
5018;SANTANDER (RUE DE);2;44;3;45;19;ECOLE PRIMAIRE DU VILLARET
5068;SANTIAGO (RUE DE);4;20;3;25;34;RESTAURANT SCOLAIRE DU PLATEAU
5019;SANTORIN (ALLEE);2;12;1;11;48;MAISON DE QUARTIER DES BRUYERES
5020;SAPINS (RUE DES);4;40;9;27;50;RESTAURANT SCOLAIRE MAUBOUSSIN
5023;SARAGOSSE (RUE DE);2;22;5;19;19;ECOLE PRIMAIRE DU VILLARET
5024;SARDAIGNE (RUE DE);8;20;1;7;43;MAISON DE QUARTIER EDITH PIAF
5025;SARGE (ROUTE DE);;;;;21;ECOLE PRIMAIRE DU VILLARET
5025;SARGE (ROUTE DE);;;;;22;ECOLE PRIMAIRE DU VILLARET
5030;SARGE (RUE DE);94;168;3;195;34;RESTAURANT SCOLAIRE DU PLATEAU
5030;SARGE (RUE DE);;;1;1;31;ECOLE MATERNELLE DES MAILLETS
5035;SARRAZIN (RUE);;;1;23;5;FOYER RENE-CLAIR
5040;SARTHE (RUE DE);2;24;1;25;4;ECOLE MATERNELLE GENERAL GOUGEARD
5045;SAUGES (RUE DES);2;24;1;5;49;MAISON DE QUARTIER DES BRUYERES
5050;SAULES (RUE DES);2;12;3;3;77;ECOLE MATERNELLE MARIE CURIE
5055;SAVOIE (RUE DE LA);4;18;1;11;66;RESTAURANT SCOLAIRE JULES FERRY
5057;SAVORGNAN DE BRAZZA (AVENUE);2;118;1;155;25;ECOLE PRIMAIRE CLAIREFONTAINE
5060;SCARRON (RUE);2;94;1;71;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
5059;SCARRON PARK (IMPASSE);6;54;7;7;67;RESTAURANT SCOLAIRE JULES FERRY
5072;SCHUBERT (ALLEE);;;1;5;51;FOYER FULBERT MASSON
5072;SCHUBERT (ALLEE);;;7;15;53;FOYER FULBERT MASSON
5073;SEGOVIE (RUE DE);4;22;3;11;19;ECOLE PRIMAIRE DU VILLARET
5077;SERGE BRINDEAU (RUE);16;20;1;23;80;RESTAURANT SCOLAIRE MONTAIGU
5080;SERGENT LEBOUC (RUE DU);2;14;1;33;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
5083;SERRANT (ALLEE DE);2;20;1;9;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
5085;SETE (RUE DE);4;12;1;15;90;RESTAURANT SCOLAIRE ROGER BOUVET
5086;SETIF (RUE DE);6;26;5;27;20;ECOLE PRIMAIRE DU VILLARET
5087;SEVILLE (RUE DE);4;6;;;19;ECOLE PRIMAIRE DU VILLARET
5089;SICILE (RUE DE);2;32;1;11;43;MAISON DE QUARTIER EDITH PIAF
5090;SIEYES (RUE);2;44;1;49;86;ECOLE MATERNELLE PAULINE KERGOMARD
5095;SIMONE (RUE);14;34;5;21;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
5096;SIMONE DE BEAUVOIR (RUE);2;22;1;15;34;RESTAURANT SCOLAIRE DU PLATEAU
5098;SIMONE SIGNORET (RUE);2;6;1;51;96;ITEMM
5100;SINAULT (RUE DE);4;8;1;25;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
5103;SINCLAIR LEWIS (PLACE);2;12;1;11;92;RESTAURANT SCOLAIRE DE LA MADELEINE
5102;SIRENE (PLACE DE LA);;;;;1;MAIRIE - SALLE PAUL SCARRON
5104;SOCRATE (RUE);4;12;3;7;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
5120;SOLEIL (RUE DU);2;52;21;57;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
5105;SOLITUDE (RUE DE LA);2;58;1;37;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
5125;SOMME (RUE DE LA);4;18;1;15;47;ECOLE MATERNELLE MAUBOUSSIN
5127;SONIA DELAUNAY (RUE);2;66;1;49;63;MAISON POUR TOUS JEAN MOULIN
5130;SORBIERS (RUE DES);2;8;;;49;MAISON DE QUARTIER DES BRUYERES
5132;SOURCES (RUE DES);10;64;29;35;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
5133;SOUVENIR FRANCAIS (PLACE DU);;;;;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
5135;SPOUTNIK (RUE DU);6;22;1;25;70;RESTAURANT SCOLAIRE BERTHE HUBERT
5140;STADE SAINT EXUPERY (RUE DU);2;18;1;11;70;RESTAURANT SCOLAIRE BERTHE HUBERT
5145;STALINGRAD (PLACE);;;;;3;ECOLE MATERNELLE GENERAL GOUGEARD
5145;STALINGRAD (PLACE);;;;;4;ECOLE MATERNELLE GENERAL GOUGEARD
5142;STENDHAL (RUE);2;32;1;27;17;MAISON DE QUARTIER CHARLES TRENET
5143;STEPHANE MALLARME (RUE);2;14;1;17;25;ECOLE PRIMAIRE CLAIREFONTAINE
5144;STERNES (COURS DES);2;12;1;23;26;ECOLE PRIMAIRE CLAIREFONTAINE
5146;STOCKHOLM (RUE DE);;;1;1;33;RESTAURANT SCOLAIRE DU PLATEAU
5148;STRASBOURG (RUE DE);2;54;3;19;62;RESTAURANT SCOLAIRE JEAN VILAR
5147;SUEDE (RUE DE);2;6;;;41;MAISON DE QUARTIER EDITH PIAF
5150;SUIFFERIE (IMPASSE DE LA);12;42;3;47;83;ECOLE PRIMAIRE ARDRIERS
5152;SUISSE (RUE DE);2;8;5;5;42;MAISON DE QUARTIER EDITH PIAF
5153;SULLY PRUD'HOMME (RUE);2;26;1;35;16;MAISON DE QUARTIER CHARLES TRENET
5155;SUZANNE (RUE);2;18;3;7;32;ECOLE MATERNELLE DES MAILLETS
5159;SUZANNE VALADON (ALLEE);;;1;17;58;RESTAURANT SCOLAIRE MICHEL ANGE
5165;SYDNEY (RUE DE);;;1;33;46;RESTAURANT SCOLAIRE JEAN MACE
5167;SYDNEY THOMAS (RUE);;;43;43;70;RESTAURANT SCOLAIRE BERTHE HUBERT
5166;SYMPHORINES (RUE DES);2;6;1;11;21;ECOLE PRIMAIRE DU VILLARET
5169;TALLINN (RUE DE);2;4;;;29;RESTAURANT SCOLAIRE GERMAIN PILON
5170;TAMARIS (RUE DES);2;52;1;55;70;RESTAURANT SCOLAIRE BERTHE HUBERT
5176;TAMBOURS (IMPASSE DES);;;1;21;83;ECOLE PRIMAIRE ARDRIERS
5175;TAMBOURS (RUE DES);8;94;;;83;ECOLE PRIMAIRE ARDRIERS
5179;TANGER (RUE DE);4;48;1;35;21;ECOLE PRIMAIRE DU VILLARET
5177;TARRAGONE (RUE DE);4;8;1;17;19;ECOLE PRIMAIRE DU VILLARET
5178;TARRASA (RUE DE);2;48;1;21;19;ECOLE PRIMAIRE DU VILLARET
5180;TASCHER (RUE DE);2BIS;32;1BIS;43;12;ECOLE PRIMAIRE SUZANNE-BUSSON
5185;TCHAIKOVSKI (ALLEE);2;6;;;51;FOYER FULBERT MASSON
5187;TCHECOSLOVAQUIE (RUE DE);2;2;;;42;MAISON DE QUARTIER EDITH PIAF
5190;TEILLAIE (RUE DE LA);20;110;1;99;91;RESTAURANT SCOLAIRE ROGER BOUVET
5192;TENNIS (RUE DES);;;;;48;MAISON DE QUARTIER DES BRUYERES
5195;TERRAS (COURS DU);14;16;5;13;50;RESTAURANT SCOLAIRE MAUBOUSSIN
5200;TERRASSES (RUE DES);16;56;1;29;31;ECOLE MATERNELLE DES MAILLETS
5205;TERTRE (RUE DU);2;14;;;3;ECOLE MATERNELLE GENERAL GOUGEARD
5207;TERTRE BRARD (RUELLE DU);;;;;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
5210;TERTRE MAIGRET (RUE DU);6;8;5;5;1;MAIRIE - SALLE PAUL SCARRON
5215;TERTRE SAINT ANDRE (RUE DU);14;48;1;37;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
5219;TERTRE SAINT LAURENT (IMPASSE DU);6;6;1;3;29;RESTAURANT SCOLAIRE GERMAIN PILON
5220;TERTRE SAINT LAURENT (RUE DU);2;10;1;35;29;RESTAURANT SCOLAIRE GERMAIN PILON
5225;TERTRE SAINT PIERRE (RUE DU);6;18;7;25;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
5235;TEXIER BENOIST (RUE);6;36;3;35;11;ECOLE MATERNELLE RENE-DESCARTES
5236;THALES DE MILET (RUE);20;20;19;19;97;ITEMM
5237;THEODORE DE BANVILLE (RUE);2;64;15;35;25;ECOLE PRIMAIRE CLAIREFONTAINE
5238;THEODORE MONOD (RUE);2;40;;;87;ECOLE MATERNELLE PAULINE KERGOMARD
5238;THEODORE MONOD (RUE);22;26;;;91;RESTAURANT SCOLAIRE ROGER BOUVET
5240;THEOPHRASTE RENAUDOT (RUE);2;24;3;17;49;MAISON DE QUARTIER DES BRUYERES
5242;THERESE BERTRAND-FONTAINE (RUE);2;2;;;46;RESTAURANT SCOLAIRE JEAN MACE
5245;THIERRY DE MARTEL (RUE);2;24;1BIS;21;46;RESTAURANT SCOLAIRE JEAN MACE
5262;THOMAS EDISON (RUE);2;24;1;25;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
5250;THORE (RUE);2;80;1;85;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
5260;TILLEULS (RUE DES);2;26;1;27;36;MAISON DE QUARTIER BARBARA
5261;TIMONIERE (IMPASSE DE LA);;;3;15;54;SALLE LE ROYAL
5263;TOLEDE (RUE DE);4;6;1;7;19;ECOLE PRIMAIRE DU VILLARET
5265;TORCE (RUE DE);2;8;3;31;44;RESTAURANT SCOLAIRE JEAN MACE
5270;TOULON (RUE DE);2;4;3;11;90;RESTAURANT SCOLAIRE ROGER BOUVET
5271;TOULOUSE (AVENUE DE);2;84;13;59;62;RESTAURANT SCOLAIRE JEAN VILAR
5275;TOUPIN (CITE);;;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
5280;TOURAINE (RUE DE);2;22;7;23;68;RESTAURANT SCOLAIRE JULES FERRY
5285;TOURNIQUET (RUE DU);2BIS;26;1;19;85;ECOLE MATERNELLE PAULINE KERGOMARD
5290;TOURS (ROUTE DE) (RD338);;;;;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
5295;TOUSSAINT (RUE);2;104;3;105;74;ECOLE PRIMAIRE MARCEAU
5300;TRAVERSIERE BEAUFILS (RUE);4;44;7;31;37;RESTAURANT SCOLAIRE SABLONNIERE
5305;TRAVERSIERE DES ACACIAS (RUE);6;18;1;21;78;ECOLE MATERNELLE MARIE CURIE
5320;TRINITE (RUE DE LA);2;26;5;17;78;ECOLE MATERNELLE MARIE CURIE
5326;TRIPOLI (RUE DE);2;88;1;177;21;ECOLE PRIMAIRE DU VILLARET
5330;TRISTAN BERNARD (RUE);58;150;53;149;22;ECOLE PRIMAIRE DU VILLARET
5335;TROIS SONNETTES (RUE DES);2;18;3;17;84;SALLE DU CHENE VERT
5340;TRUIE QUI FILE (RUE DE LA);2;26;1;7;84;SALLE DU CHENE VERT
5343;TUILERIE (ALLEE DE LA);4;6;1;17;80;RESTAURANT SCOLAIRE MONTAIGU
5347;TULIPES (IMPASSE DES);2;2;1;3;85;ECOLE MATERNELLE PAULINE KERGOMARD
5352;TURQUIE (RUE DE);2;16;;;43;MAISON DE QUARTIER EDITH PIAF
5355;TYROL (IMPASSE DU);10;52;17;47;28;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
5360;UNION (RUE DE L');2;64;1;69;74;ECOLE PRIMAIRE MARCEAU
5365;URSULINES (RUE DES);8;24;;;2;ECOLE MATERNELLE CLAUDE-CHAPPE
5366;URSULINES (SQUARE DES);;;;;1;MAIRIE - SALLE PAUL SCARRON
5366;URSULINES (SQUARE DES);;;;;2;ECOLE MATERNELLE CLAUDE-CHAPPE
5370;USINE (RUE DE L');4;32;1;37;45;RESTAURANT SCOLAIRE JEAN MACE
5372;USSE (RUE D');2;40;1;15;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
5376;VAL D'HUISNE (ALLEE DU);10;20;;;42;MAISON DE QUARTIER EDITH PIAF
5375;VAL DE LOIR (RUE DU);2;22;1;27;68;RESTAURANT SCOLAIRE JULES FERRY
5377;VALENCAY (ALLEE DE);2;24;1;19;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
5378;VALENCE (RUE DE);4;112;1;111;19;ECOLE PRIMAIRE DU VILLARET
5379;VALLEE SAINT BLAISE (RUE DE LA);12;40;11;33;16;MAISON DE QUARTIER CHARLES TRENET
5379;VALLEE SAINT BLAISE (RUE DE LA);2;2;;;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
5379;VALLEE SAINT BLAISE (RUE DE LA);;;21;21;26;ECOLE PRIMAIRE CLAIREFONTAINE
5380;VALMY (IMPASSE);4;12;1;9;75;ECOLE PRIMAIRE MARCEAU
5385;VALMY (RUE DE);2;64;7;45;75;ECOLE PRIMAIRE MARCEAU
5390;VAN GOGH (RUE);2;14;1;15;55;ECOLE PRIMAIRE GUY MOQUET
5395;VAN VOOREN (RUE);6;16;3;47;92;RESTAURANT SCOLAIRE DE LA MADELEINE
5392;VANNEAUX (RUE DES);4;52;3;57;26;ECOLE PRIMAIRE CLAIREFONTAINE
5400;VANNERIE (RUE DE LA);12;18;1;31;78;ECOLE MATERNELLE MARIE CURIE
5402;VASCO DE GAMA (ALLEE);6;18;1;17;83;ECOLE PRIMAIRE ARDRIERS
5403;VASSIEUX (ALLEE DE);2;6;1;1;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
5405;VAUBAN (RUE);2;22;1;11;50;RESTAURANT SCOLAIRE MAUBOUSSIN
5410;VAUCELLES (RUE DE);2;32;7;27;50;RESTAURANT SCOLAIRE MAUBOUSSIN
5415;VAUGAUTHIER (RUE DE);12;22;5;17;18;MAISON DE QUARTIER CHARLES TRENET
5420;VAUX (RUE DE);2;14;;;84;SALLE DU CHENE VERT
5420;VAUX (RUE DE);;;1;5;1;MAIRIE - SALLE PAUL SCARRON
1031;VC 147E (ROUTE);;;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
5425;VENDEE (PLACE DE LA);2;10;1;3;68;RESTAURANT SCOLAIRE JULES FERRY
5430;VERCORS (RUE DU);34;40;5;29;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
5435;VERDUN (RUE DE);2;84;1;85;47;ECOLE MATERNELLE MAUBOUSSIN
5440;VERGNES (IMPASSE DES);6;10;3;9;78;ECOLE MATERNELLE MARIE CURIE
5439;VERGNES (RUE DES);30;58;15;73;78;ECOLE MATERNELLE MARIE CURIE
5439;VERGNES (RUE DES);;;11;11;77;ECOLE MATERNELLE MARIE CURIE
5445;VERLAINE (ALLEE);2;2;1;13;32;ECOLE MATERNELLE DES MAILLETS
5450;VERRERIE (RUE DE LA);2;20;;;84;SALLE DU CHENE VERT
5450;VERRERIE (RUE DE LA);;;3;11;1;MAIRIE - SALLE PAUL SCARRON
5456;VERT GALANT (CHEMIN DU);12;12;9;27;56;ECOLE PRIMAIRE GUY MOQUET
5455;VERT GALANT (RUE DU);2;20;1;1;2;ECOLE MATERNELLE CLAUDE-CHAPPE
5455;VERT GALANT (RUE DU);24;40;3;7BIS;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
5454;VERTE (ALLEE);;;1;5;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
5460;VICHY (RUE DE);4;22;3;21;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
5465;VICTIMES DU NAZISME (RUE DES);4;122;1;71;30;RESTAURANT SCOLAIRE GERMAIN PILON
5470;VICTOR BONHOMMET (RUE);2;12;5;13;2;ECOLE MATERNELLE CLAUDE-CHAPPE
5472;VICTOR HEMERY (RUE);4;50;1;41;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
5472;VICTOR HEMERY (RUE);;;53;53;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
5475;VICTOR HUGO (RUE);12;68;1;7;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
5480;VICTORIA (RUE);4;34;5;35;46;RESTAURANT SCOLAIRE JEAN MACE
5485;VIEILLE PORTE (RUE DE LA);4;14;3;11;84;SALLE DU CHENE VERT
5490;VIEUX COLOMBIER (CHEMIN DU);14;34;31;31;80;RESTAURANT SCOLAIRE MONTAIGU
5495;VIEUX LOUP (RUE DU);6;12;11;33;83;ECOLE PRIMAIRE ARDRIERS
5494;VIGO (ALLEE DE);6;12;1;13;20;ECOLE PRIMAIRE DU VILLARET
5230;VILLA DE TESSE (IMPASSE);2;6;1;5;13;ECOLE PRIMAIRE SUZANNE-BUSSON
5496;VILLANDRY (ALLEE DE);;;1;7;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
