RIVOLI;VOIE;MINIMUM_PAIR;MAXIMUM_PAIR;MINIMUM_IMPAIR;MAXIMUM_IMPAIR;NUM_BV;BUREAU_DE_VOTE
1628;DESIRE BOURNEVILLE (RUE);4;6;1;13;97;ITEMM
1630;DESPORTES (RUE);2;2;1;3;12;ECOLE PRIMAIRE SUZANNE-BUSSON
1635;DEUX FRERES (RUE DES);2;42;3;47;72;ECOLE PRIMAIRE MARCEAU
1640;DEUX ORMEAUX (RUE DES);4;28;9;29;49;MAISON DE QUARTIER DES BRUYERES
1642;DEVINIERE (ALLEE DE LA);4;14;1;15;81;RESTAURANT SCOLAIRE MONTAIGU
1645;DIDEROT (RUE);2;34;1;43;35;MAISON DE QUARTIER BARBARA
1647;DIGITALES (RUE DES);2;8;1;5;61;RESTAURANT SCOLAIRE JEAN VILAR
1650;DOCTEUR BOETEAU (RUE DU);8;50;3;53;32;ECOLE MATERNELLE DES MAILLETS
1655;DOCTEUR CALMETTE (RUE DU);2;26;1;5;68;RESTAURANT SCOLAIRE JULES FERRY
1655;DOCTEUR CALMETTE (RUE DU);30;80;25;77;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
1660;DOCTEUR DELAUNAY (RUE DU);2;18;1;19;13;ECOLE PRIMAIRE SUZANNE-BUSSON
1665;DOCTEUR DUGUE (RUE DU);6;14;1;15;66;RESTAURANT SCOLAIRE JULES FERRY
1668;DOCTEUR EDOUARD VAILLANT (RUE DU);4;16;3;37;61;RESTAURANT SCOLAIRE JEAN VILAR
1670;DOCTEUR ERNEST MORDRET (RUE DU);4;48;5;61;32;ECOLE MATERNELLE DES MAILLETS
1675;DOCTEUR GALLOUEDEC (RUE DU);2;18;1;1;84;SALLE DU CHENE VERT
1680;DOCTEUR JEAN MAC (AVENUE DU);4;422;1;425;61;RESTAURANT SCOLAIRE JEAN VILAR
1685;DOCTEUR LEROY (RUE DU);2;48;3;53;3;ECOLE MATERNELLE GENERAL GOUGEARD
1690;DOCTEUR ROUX (RUE DU);2;26;1;27;68;RESTAURANT SCOLAIRE JULES FERRY
1695;DOCTEUR SCHWEITZER (RUE DU);2;14;1;13;75;ECOLE PRIMAIRE MARCEAU
1700;DOCTEUR ZAMENHOF (AVENUE DU);4;50;1;61;20;ECOLE PRIMAIRE DU VILLARET
1704;DONJON (IMPASSE DU);6;16;1;1;30;RESTAURANT SCOLAIRE GERMAIN PILON
1705;DONJON (RUE DU);2;12;1;11;30;RESTAURANT SCOLAIRE GERMAIN PILON
1709;DORE (CITE);;;;;73;ECOLE PRIMAIRE MARCEAU
1709;DORE (CITE);;;;;74;ECOLE PRIMAIRE MARCEAU
1715;DOREE (RUE);2;10;3;9;84;SALLE DU CHENE VERT
1720;DOUAUMONT (RUE DE);2;4;3;9;47;ECOLE MATERNELLE MAUBOUSSIN
1725;DOUCE AMIE (IMPASSE DE);;;5;13;18;MAISON DE QUARTIER CHARLES TRENET
1730;DOUCE AMIE (RUE DE);16BIS;96;71;73;16;MAISON DE QUARTIER CHARLES TRENET
1735;DOUELLE (RUE DE LA);10;16;7;13;87;ECOLE MATERNELLE PAULINE KERGOMARD
1740;DOYENNE (RUE DU);2;8;1;9;1;MAIRIE - SALLE PAUL SCARRON
1789;DROITS DE L'HOMME (RUE DES);;;1;7;44;RESTAURANT SCOLAIRE JEAN MACE
1745;DUBIGNON (RUE);2;50;1;53;12;ECOLE PRIMAIRE SUZANNE-BUSSON
1747;DUBLIN (RUE DE);2;40;27;27;20;ECOLE PRIMAIRE DU VILLARET
1750;DUBOIS (IMPASSE);2;14;1;27;91;RESTAURANT SCOLAIRE ROGER BOUVET
1755;DUCRE (RUE);4;58;1;67;84;SALLE DU CHENE VERT
1756;DULCIE SEPTEMBER (RUE);2;64;3;49;44;RESTAURANT SCOLAIRE JEAN MACE
1765;DUNKERQUE (RUE DE);2;18;1;27;90;RESTAURANT SCOLAIRE ROGER BOUVET
1770;EAUX ROMAINES (RUE DES);4;24;3;23;25;ECOLE PRIMAIRE CLAIREFONTAINE
1773;ECOSSE (RUE D');2;46;;;43;MAISON DE QUARTIER EDITH PIAF
1775;ECREVISSE (RUE DE L');2;12;3;5;1;MAIRIE - SALLE PAUL SCARRON
1776;ECUREUILS (RUE DES);6;40;9;31;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
1778;EDELWEISS (RUE DES);10;14;1;17;22;ECOLE PRIMAIRE DU VILLARET
1802;EDGAR BRANDT (RUE);8;36;7;37;10;ECOLE MATERNELLE RENE-DESCARTES
1777;EDGAR DEGAS (RUE);2;30BIS;1;31;63;MAISON POUR TOUS JEAN MOULIN
1779;EDIMBOURG (RUE D');2;2;3;25;20;ECOLE PRIMAIRE DU VILLARET
5561;EDITH PIAF (RUE);2;88;1;85;97;ITEMM
1781;EDME BOUCHARDON (RUE);6;24;9;45;53;FOYER FULBERT MASSON
1783;EDMOND ROSTAND (RUE);2;18;3;9;25;ECOLE PRIMAIRE CLAIREFONTAINE
1780;EDOUARD BELIN (RUE);2;14;3;23;57;RESTAURANT SCOLAIRE MICHEL ANGE
1785;EDOUARD BRANLY (RUE);4;10;5;5;31;ECOLE MATERNELLE DES MAILLETS
1795;EDOUARD DE LA BOUSSINIERE (PLACE);2;22;1;27;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
1800;EDOUARD DE LA BOUSSINIERE (RUE);4;88;1;63;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
1805;EDOUARD DUNAS (RUE);10;16;7;29;25;ECOLE PRIMAIRE CLAIREFONTAINE
1810;EDOUARD FAUCHARD (RUE);2;28;1;21;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
1815;EDOUARD GUERANGER (RUE);2;20;1;21;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
1817;EDOUARD HERRIOT (RUE);2;8;;;42;MAISON DE QUARTIER EDITH PIAF
1820;EGALITE (RUE DE L');10;72;1;65;62;RESTAURANT SCOLAIRE JEAN VILAR
1825;EGLANTINE (RUE DE L');2;40;1;49;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
1830;EGLISE SAINT GILLES (RUE DE L');4;56;5;47;73;ECOLE PRIMAIRE MARCEAU
1835;EGLISE SAINT LAZARE (RUE DE L');2;6;9;9;72;ECOLE PRIMAIRE MARCEAU
1836;EGLISE SAINT MARTIN (PLACE DE L');;;3;3;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
5168;EICHTHAL (PONT D');2;2;;;72;ECOLE PRIMAIRE MARCEAU
1840;EICHTHAL (RUE D');2;54;5;91;72;ECOLE PRIMAIRE MARCEAU
1841;ELSA TRIOLET (RUE);4;32;1;33;16;MAISON DE QUARTIER CHARLES TRENET
1844;EMILE AUGIER (RUE);2;18;1;21;17;MAISON DE QUARTIER CHARLES TRENET
1845;EMILE BARRIER (RUE);2;18;1;21;6;FOYER RENE-CLAIR
1850;EMILE BELOT (RUE);2;14;1;3;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
1852;EMILE CHESNE (RUE);4;28;1;27;66;RESTAURANT SCOLAIRE JULES FERRY
1855;EMILE DAVAZE (RUE);10;22;13;31;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
1860;EMILE DUPLOYE (RUE);4;18;1;29;30;RESTAURANT SCOLAIRE GERMAIN PILON
1865;EMILE ZOLA (BOULEVARD);;;1;171;6;FOYER RENE-CLAIR
1865;EMILE ZOLA (BOULEVARD);;;157;157;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
1842;EMMANUEL MAIRE (RUE);8;20;;;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
1870;ENCLOS (RUE DE L');;;1;17;30;RESTAURANT SCOLAIRE GERMAIN PILON
1875;ENFER (RUELLE D');;;;;29;RESTAURANT SCOLAIRE GERMAIN PILON
1875;ENFER (RUELLE D');;;;;33;RESTAURANT SCOLAIRE DU PLATEAU
1885;EPAU (RUE DE L');16;22;9;35;38;RESTAURANT SCOLAIRE SABLONNIERE
1890;EPERON (PLACE DE L');16;26;17;25;84;SALLE DU CHENE VERT
1890;EPERON (PLACE DE L');2;28;1;31;2;ECOLE MATERNELLE CLAUDE-CHAPPE
1892;EPERVIER (ALLEE DE L');2;14;3;3;80;RESTAURANT SCOLAIRE MONTAIGU
1896;EPICURE (RUE);4;6;3;7;97;ITEMM
3957;EPINE (PARC DE L');;;;;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
1900;ERABLES (COURS DES);2;24;1;23;49;MAISON DE QUARTIER DES BRUYERES
1904;ERNEST CHENARD (RUE);6;10;13;15;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
1905;ERNEST FOUCAULT (RUE);2;90;5;83;79;ECOLE MATERNELLE MARIE CURIE
1907;ERNEST RENAN (RUE);8;28;1;27;17;MAISON DE QUARTIER CHARLES TRENET
1910;ERPELL (RUE);2;8;1;15;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
1912;ESPAGNE (RUE D');2;14;;;42;MAISON DE QUARTIER EDITH PIAF
1915;ESPERANCE (RUE DE L');2;74;9;79;78;ECOLE MATERNELLE MARIE CURIE
1920;ESSLING (RUE D');2;22;1;19;4;ECOLE MATERNELLE GENERAL GOUGEARD
1917;ESTEREL (RUE DE L') (VC152);132;170;;;48;MAISON DE QUARTIER DES BRUYERES
1917;ESTEREL (RUE DE L') (VC152);2;102;39;43;43;MAISON DE QUARTIER EDITH PIAF
1918;ESTIENNE D'ORVES (BOULEVARD D');10;60;;;67;RESTAURANT SCOLAIRE JULES FERRY
1922;ETAMINES (IMPASSE DES);6;14;7;13;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
1925;ETAMINES (RUE DES);6;72;3;45;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
1926;ETANGS CHAUDS (CHEMIN DES);;;;;49;MAISON DE QUARTIER DES BRUYERES
1926;ETANGS CHAUDS (CHEMIN DES);;;;;61;RESTAURANT SCOLAIRE JEAN VILAR
1928;ETIENNE FALCONET (RUE);20;146;1;149;56;ECOLE PRIMAIRE GUY MOQUET
1929;ETIENNE JULES MAREY (COUR);4;4;5;5;97;ITEMM
1930;ETOC DEMAZY (RUE);6;10;7;41;46;RESTAURANT SCOLAIRE JEAN MACE
1935;ETOILE (RUE DE L');2;28;1;23;1;MAIRIE - SALLE PAUL SCARRON
1940;ETRE DES PRES (CHEMIN DE L');2;22;3;33;77;ECOLE MATERNELLE MARIE CURIE
1942;ETTORE BUGATTI (RUE);;;;;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
1945;EUCALYPTUS (PLACE DES);;;;;49;MAISON DE QUARTIER DES BRUYERES
1945;EUCALYPTUS (PLACE DES);;;;;61;RESTAURANT SCOLAIRE JEAN VILAR
1948;EUCLIDE (RUE);;;;;96;ITEMM
1948;EUCLIDE (RUE);;;;;97;ITEMM
1950;EUGENE DELACROIX (RUE);;;1;3;55;ECOLE PRIMAIRE GUY MOQUET
1953;EUGENE GUERARD (ALLEE);6;18;5;21;55;ECOLE PRIMAIRE GUY MOQUET
1955;EUGENE LABICHE (RUE);2;16;3;29;34;RESTAURANT SCOLAIRE DU PLATEAU
1954;EUGENE POTTIER (RUE);2;24;3;11;61;RESTAURANT SCOLAIRE JEAN VILAR
1956;EUGENE SUE (RUE);8;8;1;17;92;RESTAURANT SCOLAIRE DE LA MADELEINE
1958;EUGENE VARLIN (RUE);4;8;1;5;61;RESTAURANT SCOLAIRE JEAN VILAR
1960;EVENTAIL (ROUTE DE L');8;24;5;27;16;MAISON DE QUARTIER CHARLES TRENET
1965;EVENTAIL (RUE DE L');10;256;5;231;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
1965;EVENTAIL (RUE DE L');260;324;291;291;16;MAISON DE QUARTIER CHARLES TRENET
1970;EVIAN (RUE D');2;24;3;21;63;MAISON POUR TOUS JEAN MOULIN
1975;EVRARD (RUE);4;34;1;39;55;ECOLE PRIMAIRE GUY MOQUET
1978;FAISANS (RUE DES);2;6;1;9;26;ECOLE PRIMAIRE CLAIREFONTAINE
1980;FALOTIERS (RUE DES);2;10;3;3;1;MAIRIE - SALLE PAUL SCARRON
1983;FANIERE (ROUTE DE  LA);;;;;16;MAISON DE QUARTIER CHARLES TRENET
1985;FAUVETTES (RUE DES);4;42;3;47;26;ECOLE PRIMAIRE CLAIREFONTAINE
1988;FEDERICO FELLINI (RUE);2;24;;;38;RESTAURANT SCOLAIRE SABLONNIERE
1990;FELIX GENESLAY (AVENUE);2;234;;;66;RESTAURANT SCOLAIRE JULES FERRY
1990;FELIX GENESLAY (AVENUE);262;536;;;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
1990;FELIX GENESLAY (AVENUE);;;253;535;54;SALLE LE ROYAL
1990;FELIX GENESLAY (AVENUE);;;3;249;50;RESTAURANT SCOLAIRE MAUBOUSSIN
1991;FELIX PYAT (RUE);;;3;5;61;RESTAURANT SCOLAIRE JEAN VILAR
1993;FENELON (RUE);;;5;39;11;ECOLE MATERNELLE RENE-DESCARTES
1995;FERDINAND BENOIST (RUE);4;22;1;35;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
1996;FERDINAND DE LESSEPS (RUE);2;30;1;1;44;RESTAURANT SCOLAIRE JEAN MACE
1997;FERME DE SABLE (ALLEE DE LA);2;22;1;21;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2000;FERNAND DAVOY (RUE);2;30;7;23;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
2001;FERNAND TAVANO (RUE);12;166;11;139;77;ECOLE MATERNELLE MARIE CURIE
2001;FERNAND TAVANO (RUE);156BIS;170;;;81;RESTAURANT SCOLAIRE MONTAIGU
2004;FIFINE (ALLEE DE);;;;;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2005;FIGUIERS (COURS DES);2;8;1;5;49;MAISON DE QUARTIER DES BRUYERES
2008;FILLES DIEU (SQUARE DES);;;;;1;MAIRIE - SALLE PAUL SCARRON
2009;FINLANDE (IMPASSE DE);;;1;23;43;MAISON DE QUARTIER EDITH PIAF
2012;FIZEAU (IMPASSE);2;8;;;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
2013;FLAMMARION (RUE);2;10;1;9;39;RESTAURANT SCOLAIRE CLAUDE BERNARD
2015;FLEURS (AVENUE DES);2;4;1;1;49;MAISON DE QUARTIER DES BRUYERES
2020;FLEURUS (RUE DE);2;44;1;33;5;FOYER RENE-CLAIR
2026;FLEURY (IMPASSE);2;10;3;9;85;ECOLE MATERNELLE PAULINE KERGOMARD
2025;FLEURY (RUE);2;62;1;59;85;ECOLE MATERNELLE PAULINE KERGOMARD
2030;FLORE (RUE DE);104;104;;;13;ECOLE PRIMAIRE SUZANNE-BUSSON
2030;FLORE (RUE DE);4;110;;;12;ECOLE PRIMAIRE SUZANNE-BUSSON
2030;FLORE (RUE DE);;;3;67;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
2030;FLORE (RUE DE);;;69;109;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
2035;FLOREAL (IMPASSE);;;5;23;44;RESTAURANT SCOLAIRE JEAN MACE
2037;FLORENCE (RUE DE);2;24;1;19;20;ECOLE PRIMAIRE DU VILLARET
2040;FOISY (RUE DE);2;32;1;25;4;ECOLE MATERNELLE GENERAL GOUGEARD
2045;FOLIE (RUE DE LA);2;14;1;3;87;ECOLE MATERNELLE PAULINE KERGOMARD
2055;FOLLERAY (RUE DU);6;62;1;73;81;RESTAURANT SCOLAIRE MONTAIGU
2060;FONCIER (IMPASSE DU);;;13;31;67;RESTAURANT SCOLAIRE JULES FERRY
2065;FONDERIE (RUE DE LA);2;2;;;85;ECOLE MATERNELLE PAULINE KERGOMARD
2065;FONDERIE (RUE DE LA);4;4;3;13;73;ECOLE PRIMAIRE MARCEAU
2066;FONTAINE PICOT (CHEMIN DE LA);;;;;26;ECOLE PRIMAIRE CLAIREFONTAINE
2067;FONTAINES (CHEMIN DES);;;;;82;ECOLE PRIMAIRE ARDRIERS
2071;FONTAINES (RUE DES);8;8;1;23;83;ECOLE PRIMAIRE ARDRIERS
;FONTENELLES (CHEMIN DES);;;;;20;ECOLE PRIMAIRE DU VILLARET
;FONTENELLES (CHEMIN DES);;;;;29;RESTAURANT SCOLAIRE GERMAIN PILON
2070;FONTENELLES (RUE DES);8;150;35;89;20;ECOLE PRIMAIRE DU VILLARET
2075;FONTENOY (ALLEE DE);;;;;81;RESTAURANT SCOLAIRE MONTAIGU
2080;FONTENOY (RUE DE);2;24;1;11;81;RESTAURANT SCOLAIRE MONTAIGU
2083;FORESTERIE (CHEMIN DE LA);14;14;;;96;ITEMM
2084;FORESTERIE (RUE DE LA);22;32;21;33;97;ITEMM
2085;FORET (RUE DE LA);2;14;1;23;49;MAISON DE QUARTIER DES BRUYERES
2090;FOSSES SAINT PIERRE (RUE DES);;;3;23;1;MAIRIE - SALLE PAUL SCARRON
2095;FOSSETERIE (RUE DE LA);4;52;1;19;83;ECOLE PRIMAIRE ARDRIERS
2100;FOUCAUDIERE (RUE DE LA);4;200;9;221;66;RESTAURANT SCOLAIRE JULES FERRY
2103;FOUILLET (RUE DU);;;;;61;RESTAURANT SCOLAIRE JEAN VILAR
2103;FOUILLET (RUE DU);;;;;62;RESTAURANT SCOLAIRE JEAN VILAR
2105;FOUQUET (RUE);2;38;13;21;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
2108;FOUR FERETTES (ALLEE);6;6;1;5;55;ECOLE PRIMAIRE GUY MOQUET
2115;FOYER MANCEAU (RUE DU);2;24;5;27;77;ECOLE MATERNELLE MARIE CURIE
2120;FRA ANGELICO (ALLEE);4;10;3;9;56;ECOLE PRIMAIRE GUY MOQUET
2140;FRANCIS CARCO (RUE);8;14;1;25;31;ECOLE MATERNELLE DES MAILLETS
2128;FRANCISCO FERRER (AVENUE);;;;;67;RESTAURANT SCOLAIRE JULES FERRY
2128;FRANCISCO FERRER (AVENUE);;;;;71;RESTAURANT SCOLAIRE BERTHE HUBERT
2130;FRANCOIS ARAGO (RUE);2;16;1;17;22;ECOLE PRIMAIRE DU VILLARET
2135;FRANCOIS AUGIS (RUE);2;8;7;17;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
2143;FRANCOIS CEVERT (RUE);2;48;1;37;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2145;FRANCOIS CHANCEL (AVENUE);6;182;1;125;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
2147;FRANCOIS COPPEE (RUE);2;58;61;83;17;MAISON DE QUARTIER CHARLES TRENET
2151;FRANCOIS DE MALHERBE (RUE);2;6;11;45;18;MAISON DE QUARTIER CHARLES TRENET
2149;FRANCOIS GIRARDON (RUE);10;16;3;15;56;ECOLE PRIMAIRE GUY MOQUET
2150;FRANCOIS GUIZOT (RUE);;;3;29;80;RESTAURANT SCOLAIRE MONTAIGU
5566;FRANCOIS MAURIAC (RUE);2;36;3;7;34;RESTAURANT SCOLAIRE DU PLATEAU
2153;FRANCOIS MITTERRAND (AVENUE);2;72;1;75;2;ECOLE MATERNELLE CLAUDE-CHAPPE
2152;FRANCOIS MONIER (RUE);8;28;7;27;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2154;FRANCOIS RABELAIS (RUE);2;60;3;35;25;ECOLE PRIMAIRE CLAIREFONTAINE
2155;FRANCOIS RUDE (RUE);2;8;1;11;56;ECOLE PRIMAIRE GUY MOQUET
2160;FRANCOIS VILLON (RUE);2;18;1;19;49;MAISON DE QUARTIER DES BRUYERES
2161;FRANCOISE SAGAN (RUE);2;18;1;9;38;RESTAURANT SCOLAIRE SABLONNIERE
2162;FRANKLIN (RUE);;;;;72;ECOLE PRIMAIRE MARCEAU
2165;FRANKLIN ROOSEVELT (PLACE);2;10;1;11;3;ECOLE MATERNELLE GENERAL GOUGEARD
2167;FRANZ STOCK (SQUARE);;;;;66;RESTAURANT SCOLAIRE JULES FERRY
2170;FRATERNITE (RUE DE LA);4;16;1;11;62;RESTAURANT SCOLAIRE JEAN VILAR
2173;FREDERIC AUGUSTE BARTHOLDI (AVENUE);14;44;11;49;96;ITEMM
2172;FREDERIC CHOPIN (ALLEE);2;2;;;51;FOYER FULBERT MASSON
2174;FREDERIC MISTRAL (RUE);;;;;17;MAISON DE QUARTIER CHARLES TRENET
2175;FRENES (COURS DES);2;20;1;41;49;MAISON DE QUARTIER DES BRUYERES
2180;FRERES GREBAN (RUE DES);2;16;1;11;72;ECOLE PRIMAIRE MARCEAU
2185;FRERES RENAULT (RUE DES);2;20;1;17;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2188;FRERES VOISIN (RUE DES);6;14;1;7;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
2190;FRERES WRIGHT (RUE DES);2;16;1;19;52;SALLE LE ROYAL
2195;FRESNELLERIE (BOULEVARD DE LA);2;64;1;65;53;FOYER FULBERT MASSON
2195;FRESNELLERIE (BOULEVARD DE LA);40;46;;;52;SALLE LE ROYAL
2196;FRIEDRICH MURNAU (RUE);;;;;37;RESTAURANT SCOLAIRE SABLONNIERE
2196;FRIEDRICH MURNAU (RUE);;;;;38;RESTAURANT SCOLAIRE SABLONNIERE
2197;FRILOUX (CHEMIN DU);;;;;20;ECOLE PRIMAIRE DU VILLARET
2197;FRILOUX (CHEMIN DU);;;;;34;RESTAURANT SCOLAIRE DU PLATEAU
2200;FROGER (RUE);2;18;3;17;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
2205;FROMENDIERE (RUE DE LA);4;118;7;141;71;RESTAURANT SCOLAIRE BERTHE HUBERT
2210;FUIE (RUE DE LA);12;102;3;143;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
2215;FUNAY (RUE DE);4;188;1;195;47;ECOLE MATERNELLE MAUBOUSSIN
2220;FUSAINS (RUE DES);6;38;3;37;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2225;GALERE (RUE DE LA);2;42;1;37;84;SALLE DU CHENE VERT
2227;GALILEE (RUE);2;44;;;39;RESTAURANT SCOLAIRE CLAUDE BERNARD
2227;GALILEE (RUE);34;34;;;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
2230;GALOPIERE (RUE DE LA);4;64;5;33;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2235;GAMBETTA (PLACE);4;6BIS;;;85;ECOLE MATERNELLE PAULINE KERGOMARD
2236;GAMBETTA (PONT);;;;;73;ECOLE PRIMAIRE MARCEAU
2240;GAMBETTA (RUE);2;22;1BIS;21;2;ECOLE MATERNELLE CLAUDE-CHAPPE
2240;GAMBETTA (RUE);26;54;;;84;SALLE DU CHENE VERT
2240;GAMBETTA (RUE);60;222;99;235;87;ECOLE MATERNELLE PAULINE KERGOMARD
2240;GAMBETTA (RUE);;;23;49;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
2240;GAMBETTA (RUE);;;61;95;73;ECOLE PRIMAIRE MARCEAU
2250;GARENNE (RUE DE LA);6;72;1;65;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
2255;GARILLE (PASSAGE);4;4;3;37;17;MAISON DE QUARTIER CHARLES TRENET
2260;GARNIER PAGES (RUE);4;48;1;37;77;ECOLE MATERNELLE MARIE CURIE
2265;GASTELIER (RUE);2;46;7;29;5;FOYER RENE-CLAIR
2270;GASTON PLANTE (RUE);4;56;3;65;48;MAISON DE QUARTIER DES BRUYERES
2275;GASTON SIMON (RUE);6;62;7;73;22;ECOLE PRIMAIRE DU VILLARET
2280;GAUGUIN (ALLEE);;;1;5;55;ECOLE PRIMAIRE GUY MOQUET
2285;GAY LUSSAC (RUE);154;154;;;49;MAISON DE QUARTIER DES BRUYERES
2285;GAY LUSSAC (RUE);2;164;1;129;48;MAISON DE QUARTIER DES BRUYERES
2289;GAZONFIER (IMPASSE DE);;;3;7;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
2290;GAZONFIER (RUE DE);12;86;3;71;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
2292;GEMEAUX (ALLEE DES);2;2;5;9;46;RESTAURANT SCOLAIRE JEAN MACE
2293;GENERAL DE GAULLE (AVENUE DU);2;74;1;73;2;ECOLE MATERNELLE CLAUDE-CHAPPE
2295;GENERAL DE NEGRIER (BOULEVARD DU);2;96;;;13;ECOLE PRIMAIRE SUZANNE-BUSSON
2295;GENERAL DE NEGRIER (BOULEVARD DU);;;1;117;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
2300;GENERAL LECLERC (AVENUE DU);2;116;1;101;5;FOYER RENE-CLAIR
2302;GENERAL PATTON (BOULEVARD DU);;;;;77;ECOLE MATERNELLE MARIE CURIE
2302;GENERAL PATTON (BOULEVARD DU);;;;;78;ECOLE MATERNELLE MARIE CURIE
2302;GENERAL PATTON (BOULEVARD DU);;;;;82;ECOLE PRIMAIRE ARDRIERS
2302;GENERAL PATTON (BOULEVARD DU);;;;;83;ECOLE PRIMAIRE ARDRIERS
2302;GENERAL PATTON (BOULEVARD DU);;;;;91;RESTAURANT SCOLAIRE ROGER BOUVET
2302;GENERAL PATTON (BOULEVARD DU);;;;;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2302;GENERAL PATTON (BOULEVARD DU);;;;;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
2302;GENERAL PATTON (BOULEVARD DU);;;;;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
2302;GENERAL PATTON (BOULEVARD DU);;;;;96;ITEMM
2302;GENERAL PATTON (BOULEVARD DU);;;;;97;ITEMM
2310;GENEVE (RUE DE);4;18;3;11;93;RESTAURANT SCOLAIRE DE LA MADELEINE
2315;GENNETIERE (RUE DE LA);2;44;7;47;45;RESTAURANT SCOLAIRE JEAN MACE
2318;GENTIANES (RUE DES);2;8;5;7;79;ECOLE MATERNELLE MARIE CURIE
2320;GEO CHAVEZ (RUE);2;22;1;21;52;SALLE LE ROYAL
2323;GEORGE SAND (RUE);2;62;1;15;16;MAISON DE QUARTIER CHARLES TRENET
2365;GEORGE WASHINGTON (PLACE);4;14BIS;1;19TER;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
2324;GEORGES AURIC (AVENUE);2;20;9;21;96;ITEMM
2325;GEORGES BIZET (ALLEE);2;6;;;51;FOYER FULBERT MASSON
2328;GEORGES BOUCHER (RUE);2;20BIS;;;83;ECOLE PRIMAIRE ARDRIERS
2329;GEORGES BOULLET (RUE);6;68;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2330;GEORGES BOUTTIE (PLACE);2;12;1;17;85;ECOLE MATERNELLE PAULINE KERGOMARD
2326;GEORGES BRAQUE (ALLEE);2;30;3;17;56;ECOLE PRIMAIRE GUY MOQUET
2327;GEORGES BRASSENS (COURS);2;50;1;49;78;ECOLE MATERNELLE MARIE CURIE
2331;GEORGES CARPENTIER (RUE);2;68;1;69;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2322;GEORGES COURTELINE (COURS);2;4;1;1;34;RESTAURANT SCOLAIRE DU PLATEAU
2321;GEORGES COURTELINE (RUE);4;4;1;3;34;RESTAURANT SCOLAIRE DU PLATEAU
2332;GEORGES DUHAMEL (AVENUE);42;118;23;85;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2335;GEORGES DURAND (AVENUE);168;460;;;55;ECOLE PRIMAIRE GUY MOQUET
2335;GEORGES DURAND (AVENUE);4;164;3;143;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2335;GEORGES DURAND (AVENUE);412TER;412TER;;;56;ECOLE PRIMAIRE GUY MOQUET
2335;GEORGES DURAND (AVENUE);;;157;241;57;RESTAURANT SCOLAIRE MICHEL ANGE
